Component, Timestamp, rss, Heap total, Heap used, External
./BlockWindowAverage.js,1530743422375,55091200,35463168,32104240,36249136
../ETL/SenMLParse.js,1530743422584,55455744,35463168,32449112,36256408
./KalmanFilter.js,1530743422588,55115776,36511744,31975544,36246128
./SimpleLinearRegression.js,1530743422936,55267328,35987456,31974968,36246656
../ETL/ETLSenMLSpout.js,1530743423078,56205312,36511744,32680176,36307765
./Plot.js,1530743423084,57372672,38084608,33915312,36244564
./DistinctApproxCount.js,1530743423212,55463936,35463168,32527952,36250938
./Accumulator.js,1530743423235,55078912,37036032,32081264,36243130
./BlockWindowAverage.js,1530743423453,55136256,35463168,32149768,36249737
./KalmanFilter.js,1530743423644,55164928,36511744,32029112,36246729
../ETL/SenMLParse.js,1530743423663,55525376,35463168,32518864,36257615
